id,user_id,training_id,group_type,for_trainings_to,amount,note,created_by,created_at,updated_at,updated_by
1089,538,,,2016-10-30,135.00,,31,2016-09-22 11:14:23,2016-09-22 11:14:23,31
1090,538,,,2016-09-30,135.00,,31,2016-09-22 11:14:40,2016-09-22 11:14:40,31
1091,538,,,2016-10-31,135.00,muzealny ,31,2016-09-22 11:15:21,2016-09-26 13:40:22,31
1092,530,1321,,2016-09-30,70.00,Wpisowe i wrzesien,21,2016-09-22 18:48:11,2016-09-22 18:48:11,21
1093,446,1309,,,45.00,Ochraniacz na krocze.,192,2016-09-22 21:14:17,2016-09-22 21:14:17,192
1094,540,,,2016-09-30,105.00,,31,2016-09-23 13:22:05,2016-09-23 13:22:05,31
1095,541,,,2016-09-30,150.00,,31,2016-09-26 09:48:29,2016-09-26 09:48:29,31
1096,542,,,2016-09-30,60.00,,31,2016-09-26 13:31:22,2016-09-26 13:31:22,31
1097,533,,,2016-09-30,65.00,,31,2016-09-26 13:37:29,2016-09-26 13:37:29,31
1098,543,,,2016-09-30,85.00,,31,2016-09-26 14:06:55,2016-09-26 14:06:55,31
1099,488,,,2016-09-30,115.00,,31,2016-09-26 14:08:40,2016-09-26 14:08:40,31
1100,503,,,2016-09-30,85.00,,31,2016-09-26 14:09:01,2016-09-26 14:09:01,31
1101,468,,,2016-09-30,130.00,,31,2016-09-26 14:09:36,2016-09-26 14:09:36,31
1102,544,,,2016-09-30,65.00,doliczyć wpisowe,31,2016-09-26 14:22:31,2016-09-26 14:22:31,31
1103,516,,,2016-11-30,130.00,,31,2016-09-28 11:56:08,2016-11-07 13:17:58,18
1104,546,,,2016-10-30,135.00,,31,2016-09-28 12:07:54,2016-09-28 12:07:54,31
1105,483,,,2016-12-31,330.00,,31,2016-09-28 12:25:51,2016-09-28 12:25:51,31
1106,210,,,2016-09-30,65.00,,31,2016-09-28 15:35:03,2016-09-28 15:35:03,31
1107,409,,,2016-09-30,115.00,,31,2016-09-28 15:35:33,2016-09-28 15:35:33,31
1108,392,,,2016-09-30,120.00,,31,2016-09-28 15:36:29,2016-09-28 15:36:29,31
1109,419,,,2016-09-30,260.00,VI i IX,31,2016-09-28 15:48:02,2016-09-28 15:48:02,31
1110,537,,,2016-09-30,205.00,,31,2016-09-28 15:48:31,2016-09-28 15:48:31,31
1111,197,1336,,2016-09-30,130.00,,18,2016-09-28 19:34:25,2016-09-28 19:34:25,18
1112,198,1336,,2016-09-30,130.00,,18,2016-09-28 19:34:35,2016-09-28 19:34:35,18
1113,276,1336,,,1.00,Zapłacił w sierpniu
,18,2016-09-28 19:36:57,2016-09-28 19:36:57,18
1114,548,1268,,2016-09-30,140.00,Wpisowe i miesiac,21,2016-09-29 16:28:03,2016-09-29 16:28:03,21
1115,548,1268,,2016-09-30,140.00,Wpisowe i miesiac,21,2016-09-29 16:29:03,2016-09-29 16:29:03,21
1116,471,1268,,2016-09-30,120.00,,21,2016-09-29 16:45:55,2016-09-29 16:45:55,21
1117,551,,,2016-10-31,150.00,,31,2016-09-30 13:42:54,2016-09-30 13:42:54,31
1118,534,1342,,2016-11-30,100.50,03.11,21,2016-09-30 17:23:50,2016-11-07 13:27:32,18
1119,392,1344,,2016-10-31,120.00,,18,2016-10-03 19:38:15,2016-10-03 19:38:15,18
1120,253,1346,,2016-10-31,120.00,,18,2016-10-03 19:40:00,2016-10-03 19:40:00,18
1121,273,1346,,2016-10-31,120.00,,18,2016-10-03 20:00:36,2016-10-03 20:00:36,18
1122,273,1346,,2016-10-31,60.00,,18,2016-10-03 20:01:13,2016-10-03 20:01:13,18
1123,276,1346,,2016-10-31,120.00,,18,2016-10-03 21:05:30,2016-10-03 21:05:30,18
1124,550,,,2016-10-31,156.00,,31,2016-10-04 12:44:22,2016-10-04 12:44:22,31
1125,491,,,2016-10-31,160.00,,31,2016-10-04 12:57:03,2016-10-04 12:57:03,31
1126,101,,,2016-10-31,160.00,,31,2016-10-04 12:57:13,2016-10-04 12:57:13,31
1127,117,,,2016-10-31,220.00,,31,2016-10-04 12:59:39,2016-10-10 15:43:46,31
1128,100,,,2016-11-30,100.00,,31,2016-10-04 12:59:58,2016-11-07 13:25:27,18
1129,420,,,2016-11-30,120.00,02.11,31,2016-10-04 13:00:16,2016-11-07 13:19:15,18
1130,16,,,2016-10-31,32.50,,31,2016-10-04 13:01:05,2016-10-04 13:01:05,31
1131,75,,,2016-11-30,120.00,,31,2016-10-04 13:01:25,2016-11-07 13:24:41,18
1132,215,,,2016-10-31,120.00,,31,2016-10-04 13:01:41,2016-11-07 13:14:18,18
1133,553,,,2016-10-31,150.00,,31,2016-10-04 13:05:25,2016-10-04 13:05:25,31
1134,188,,,2016-10-31,250.00,,31,2016-10-04 13:36:34,2016-10-04 13:36:34,31
1135,519,1359,,,120.00,,255,2016-10-06 18:43:36,2016-10-06 18:43:36,255
1136,502,1359,,,60.00,Zaświadczenie o służbie więziennej,255,2016-10-06 19:37:25,2016-10-06 19:37:25,255
1137,549,,,2016-10-31,150.00,,31,2016-10-10 11:25:30,2016-10-10 11:25:30,31
1138,505,,,2016-11-30,120.00,,31,2016-10-10 13:50:27,2016-10-21 11:17:50,31
1139,578,,,2016-10-31,150.00,,31,2016-10-10 14:43:51,2016-10-10 14:43:51,31
1140,115,,,2016-11-30,100.00,02.11,31,2016-10-10 15:03:27,2016-11-07 13:21:16,18
1141,140,,,2016-11-30,100.00,02.11,31,2016-10-10 15:03:54,2016-11-07 13:22:31,18
1142,110,,,2016-11-30,115.00,,31,2016-10-10 15:04:34,2016-11-07 13:23:38,18
1143,125,,,2016-11-30,65.00,,31,2016-10-10 15:04:47,2016-11-07 13:23:55,18
1144,504,,,2016-10-31,65.00,,31,2016-10-10 15:05:42,2016-10-10 15:05:42,31
1145,86,,,2016-10-31,120.00,,31,2016-10-10 15:06:07,2016-10-10 15:06:07,31
1146,303,,,2016-11-30,120.00,03.12,31,2016-10-10 15:06:28,2016-11-07 13:26:06,18
1147,259,,,2016-11-30,120.00,04.11,31,2016-10-10 15:07:12,2016-11-07 13:34:31,18
1148,430,,,2016-11-30,120.00,,31,2016-10-10 15:08:10,2016-11-07 13:35:10,18
1149,250,,,2016-10-31,100.00,,31,2016-10-10 15:08:25,2016-10-10 15:08:25,31
1150,296,,,2016-10-31,120.00,,31,2016-10-10 15:08:45,2016-10-10 15:08:45,31
1151,564,,,2016-10-31,140.00,,31,2016-10-10 15:09:00,2016-10-10 15:09:00,31
1152,543,,,2016-11-30,120.00,02.11,31,2016-10-10 15:09:20,2016-11-07 13:23:14,18
1153,210,,,2016-11-30,100.00,07.11,31,2016-10-10 15:09:38,2016-11-07 13:39:07,18
1154,541,,,2016-11-30,115.00,,31,2016-10-10 15:10:17,2016-11-07 13:20:47,18
1155,343,,,2016-10-31,120.00,,31,2016-10-10 15:10:38,2016-10-10 15:10:38,31
1156,406,,,2016-11-30,120.00,07.11,31,2016-10-10 15:10:58,2016-11-07 13:41:08,18
1157,568,,,2016-11-30,115.00,07.11,31,2016-10-10 15:11:19,2016-11-07 13:40:35,18
1158,216,,,2016-10-31,120.00,,31,2016-10-10 15:11:45,2016-10-10 15:11:45,31
1159,577,,,2016-10-31,140.00,,31,2016-10-10 15:11:58,2016-10-10 15:11:58,31
1160,195,,,2016-11-30,200.00,04.11,31,2016-10-10 15:12:25,2016-11-07 13:36:54,18
1161,400,,,2016-10-31,65.00,,31,2016-10-10 15:12:46,2016-10-10 15:12:46,31
1162,515,,,2016-10-31,120.00,,31,2016-10-10 15:13:03,2016-10-10 15:13:03,31
1163,360,,,2016-10-31,120.00,,31,2016-10-10 15:13:25,2016-10-10 15:13:25,31
1164,106,,,2016-11-30,65.00,04.11,31,2016-10-10 15:13:44,2016-11-07 13:37:16,18
1165,103,,,2016-10-31,65.00,,31,2016-10-10 15:13:57,2016-10-10 15:13:57,31
1166,497,,,2016-10-31,115.00,,31,2016-10-10 15:14:26,2016-10-10 15:14:26,31
1167,506,,,2016-10-31,120.00,,31,2016-10-10 15:15:00,2016-10-10 15:15:00,31
1168,79,,,2016-10-31,120.00,,31,2016-10-10 15:15:42,2016-10-10 15:15:42,31
1169,526,,,2016-10-31,120.00,,31,2016-10-10 15:16:00,2016-10-10 15:16:00,31
1170,165,,,2016-11-30,120.00,07.11,31,2016-10-10 15:16:20,2016-11-07 13:37:45,18
1171,327,,,2016-11-30,120.00,07.11,31,2016-10-10 15:16:45,2016-11-07 13:41:28,18
1172,573,,,2016-10-31,100.00,,31,2016-10-10 15:17:26,2016-10-10 15:17:26,31
1173,495,,,2016-10-31,115.00,,31,2016-10-10 15:30:20,2016-10-10 15:30:20,31
1174,373,,,2016-10-31,120.00,,31,2016-10-10 15:31:01,2016-10-10 15:31:01,31
1175,496,,,2016-10-31,135.00,,31,2016-10-10 15:32:33,2016-10-10 15:32:33,31
1176,272,,,2016-10-31,1.00,opłata 440 jest za strzelanie nie za KM,31,2016-10-10 15:33:42,2016-11-07 13:42:41,18
1177,49,,,2016-11-30,65.00,03.12,31,2016-10-10 15:34:17,2016-11-07 13:24:23,18
1178,557,,,2016-10-31,150.00,,31,2016-10-10 15:35:33,2016-10-10 15:35:33,31
1179,492,,,2016-10-31,240.00,,31,2016-10-10 15:41:08,2016-11-07 15:26:04,18
1180,266,,,2016-10-31,60.00,,31,2016-10-10 15:43:14,2016-10-10 15:43:14,31
1181,579,,,2016-10-31,150.00,,31,2016-10-10 15:44:44,2016-10-10 15:44:44,31
1182,537,1364,,2016-10-31,1.00,Zapłacony we wrzesniu,18,2016-10-10 18:03:42,2016-10-10 18:03:42,18
1183,265,1364,,2016-10-31,120.00,,18,2016-10-10 18:06:54,2016-10-10 18:06:54,18
1184,264,1364,,2016-10-31,120.00,,18,2016-10-10 18:07:12,2016-10-10 18:07:12,18
1185,569,1367,,2016-10-31,120.00,,21,2016-10-10 19:26:29,2016-10-10 19:26:29,21
1186,558,1367,,2016-10-31,140.00,,21,2016-10-10 19:26:45,2016-10-10 19:26:45,21
1187,547,1367,,2016-10-31,140.00,,21,2016-10-10 19:27:20,2016-10-10 19:27:20,21
1188,463,1366,,2016-10-31,1.00,Ok system,18,2016-10-10 19:37:55,2016-10-10 19:37:55,18
1189,247,1366,,2016-10-31,1.00,Ok system,18,2016-10-10 19:38:29,2016-10-10 19:38:29,18
1190,220,1366,,2016-10-31,115.00,,18,2016-10-10 19:40:05,2016-10-10 19:40:05,18
1191,279,1366,,2016-10-31,120.00,,18,2016-10-10 19:40:29,2016-10-10 19:40:29,18
1192,192,1366,,2016-10-31,100.00,,18,2016-10-10 19:40:47,2016-10-10 19:40:47,18
1193,267,1366,,2016-10-31,60.00,,18,2016-10-10 19:41:46,2016-10-10 19:41:46,18
1194,3,1366,,2016-10-31,1.00,,18,2016-10-10 19:43:02,2016-10-10 19:43:02,18
1195,7,1366,,2016-10-31,1.00,,18,2016-10-10 19:43:23,2016-10-10 19:43:23,18
1196,14,1366,,2016-10-31,1.00,,18,2016-10-10 19:43:41,2016-10-10 19:43:41,18
1197,261,1366,,2016-10-31,1.00,,18,2016-10-10 19:44:00,2016-10-10 19:44:00,18
1198,8,1366,,2016-10-31,1.00,,18,2016-10-10 19:44:14,2016-10-10 19:44:14,18
1199,251,1366,,2016-10-31,120.00,,18,2016-10-10 21:01:36,2016-10-10 21:01:36,18
1200,559,1367,,2016-10-31,140.00,,21,2016-10-10 21:04:09,2016-10-10 21:04:09,21
1201,554,1367,,2016-10-31,135.00,Znizka rodzinna,21,2016-10-10 21:05:30,2016-10-10 21:05:30,21
1202,556,1367,,2016-10-31,135.00,Znizka rodzinna,21,2016-10-10 21:05:49,2016-10-10 21:05:49,21
1203,487,,,2016-10-31,130.00,,31,2016-10-11 10:42:25,2016-10-11 10:42:25,31
1204,471,1368,,2016-10-31,120.00,,21,2016-10-11 19:13:59,2016-10-11 19:13:59,21
1205,581,,,2016-10-31,150.00,,31,2016-10-12 10:08:19,2016-10-12 10:08:19,31
1206,525,1364,,2016-10-31,1.00,Fit profit,18,2016-10-12 14:26:57,2016-10-12 14:26:57,18
1207,507,,,2016-11-30,120.00,07.11,31,2016-10-12 15:22:32,2016-11-07 13:40:10,18
1208,467,,,2016-10-31,110.00,,31,2016-10-12 15:22:49,2016-10-12 15:22:49,31
1209,136,,,2016-10-31,100.00,,31,2016-10-12 15:23:41,2016-10-12 15:23:41,31
1210,290,,,2016-10-31,120.00,,31,2016-10-12 15:24:07,2016-10-12 15:24:07,31
1211,545,,,2016-10-31,120.00,,31,2016-10-12 15:24:37,2016-10-12 15:24:37,31
1212,244,,,2016-10-31,115.00,,31,2016-10-12 15:24:55,2016-10-12 15:24:55,31
1213,508,,,2016-10-31,120.00,,31,2016-10-12 15:25:24,2016-10-12 15:25:24,31
1214,562,,,2016-10-31,135.00,,31,2016-10-12 15:25:43,2016-10-12 15:25:43,31
1216,431,,,2016-10-31,120.00,,31,2016-10-12 15:26:21,2016-10-12 15:26:21,31
1217,160,,,2016-10-31,120.00,,31,2016-10-12 15:26:39,2016-10-12 15:26:39,31
1218,498,,,2016-10-31,115.00,,31,2016-10-12 15:27:04,2016-10-12 15:27:04,31
1219,419,,,2016-10-31,120.00,,31,2016-10-12 15:27:20,2016-10-12 15:27:20,31
1220,453,,,2016-10-31,120.00,,31,2016-10-12 15:27:45,2016-10-12 15:27:45,31
1221,391,,,2016-10-31,120.00,,31,2016-10-12 15:28:06,2016-10-12 15:28:06,31
1222,563,,,2016-10-31,140.00,,31,2016-10-12 15:28:22,2016-10-12 15:28:22,31
1224,274,,,2016-10-31,75.00,,31,2016-10-12 15:28:57,2016-10-12 15:28:57,31
1225,512,,,2016-10-31,65.00,,31,2016-10-12 15:29:16,2016-10-12 15:29:16,31
1226,227,,,2016-10-31,120.00,,31,2016-10-12 15:29:41,2016-10-12 15:29:41,31
1227,363,,,2016-10-31,120.00,,31,2016-10-12 15:29:56,2016-10-12 15:29:56,31
1228,503,,,2016-11-30,120.00,03.11,31,2016-10-12 15:30:13,2016-11-07 13:26:32,18
1229,201,,,2016-10-31,130.00,,31,2016-10-12 15:30:34,2016-10-12 15:30:34,31
1231,575,,,2016-10-31,150.00,,31,2016-10-12 15:31:06,2016-10-12 15:31:06,31
1232,20,,,2016-10-31,60.00,,31,2016-10-12 15:31:26,2016-10-12 15:31:26,31
1233,99,,,2016-10-31,120.00,,31,2016-10-12 15:31:42,2016-10-12 15:31:42,31
1234,542,,,2016-10-31,120.00,,31,2016-10-12 15:32:02,2016-10-12 15:32:02,31
1235,88,,,2016-10-31,130.00,,31,2016-10-12 15:32:22,2016-10-12 15:32:22,31
1236,493,,,2016-12-31,330.00,,31,2016-10-12 15:40:23,2016-10-12 15:40:23,31
1237,256,,,2016-10-31,120.00,,31,2016-10-13 08:23:27,2016-10-13 08:23:27,31
1238,486,,,2016-10-31,65.00,,31,2016-10-13 08:33:58,2016-10-13 08:33:58,31
1239,260,,,2016-10-31,90.00,,31,2016-10-13 12:39:53,2016-10-13 12:39:53,31
1240,413,,,2016-10-31,115.00,,31,2016-10-13 13:48:38,2016-10-13 13:48:38,31
1241,408,,,2016-10-31,115.00,,31,2016-10-13 13:49:08,2016-10-13 13:49:08,31
1242,395,,,2016-10-31,65.00,,31,2016-10-13 13:50:08,2016-10-13 13:50:08,31
1243,532,,,2016-10-31,115.00,,31,2016-10-13 13:51:05,2016-10-13 13:51:05,31
1244,531,,,2016-10-31,115.00,,31,2016-10-13 13:51:17,2016-10-13 13:51:17,31
1245,552,,,2016-10-31,135.00,,31,2016-10-13 15:22:16,2016-10-13 15:22:16,31
1246,576,1382,,2016-10-31,120.00,,21,2016-10-13 20:36:45,2016-10-13 20:36:45,21
1247,95,1382,,2016-10-31,120.00,,21,2016-10-13 20:37:18,2016-10-13 20:37:18,21
1248,492,,,2016-12-31,240.00,,31,2016-10-14 12:57:23,2016-10-14 12:57:23,31
1249,510,1391,,2016-10-31,130.00,,21,2016-10-18 18:58:53,2016-10-18 18:58:53,21
1250,310,,,2016-10-31,32.50,,31,2016-10-19 11:56:27,2016-10-19 11:56:27,31
1251,566,,,2016-10-31,135.00,,31,2016-10-19 11:56:56,2016-10-19 11:56:56,31
1252,582,,,2016-10-31,115.00,,31,2016-10-19 12:09:15,2016-10-19 12:09:15,31
1253,102,,,2016-11-30,115.00,,31,2016-10-19 12:11:27,2016-11-07 13:34:52,18
1254,514,,,2016-10-31,115.00,,31,2016-10-19 12:11:56,2016-10-19 12:11:56,31
1255,237,,,2016-10-31,130.00,,31,2016-10-19 12:13:20,2016-10-19 12:13:20,31
1256,571,,,2016-10-31,85.00,,31,2016-10-19 13:19:06,2016-10-19 13:19:06,31
1257,570,,,2016-10-31,85.00,,31,2016-10-19 13:19:18,2016-10-19 13:19:18,31
1258,222,1394,,2016-10-31,130.00,,18,2016-10-19 18:07:05,2016-10-19 18:07:05,18
1259,229,1394,,2016-10-31,120.00,Płacił gotówką 10 chyba ma podwójne konto,18,2016-10-19 18:13:03,2016-10-19 18:13:03,18
1260,457,,,2016-09-30,120.00,,31,2016-10-20 11:16:28,2016-10-20 11:16:28,31
1261,385,,,2016-11-30,120.00,04.11,31,2016-10-20 11:22:28,2016-11-07 13:33:41,18
1263,445,,,2016-09-30,65.00,,31,2016-10-20 11:51:24,2016-10-20 11:51:24,31
1264,494,,,2016-09-30,120.00,,31,2016-10-20 11:54:00,2016-10-20 11:54:00,31
1266,63,,,2016-10-31,250.00,za VI i X,31,2016-10-20 15:55:40,2016-10-20 15:55:40,31
1267,572,,,2016-10-31,85.00,,31,2016-10-20 15:56:02,2016-10-20 15:56:02,31
1268,197,1406,,2016-10-31,130.00,,18,2016-10-24 18:28:04,2016-10-24 18:28:04,18
1269,198,1406,,2016-10-31,130.00,,18,2016-10-24 18:28:19,2016-10-24 18:28:19,18
1270,255,1404,,2016-10-31,100.00,,18,2016-10-24 18:32:35,2016-10-24 18:32:35,18
1271,583,1406,,2016-10-31,120.00,,18,2016-10-24 18:36:31,2016-10-24 18:36:31,18
1272,17,1406,,,45.00,,18,2016-10-24 19:36:32,2016-10-24 19:36:32,18
1273,17,1406,,2016-10-31,45.00,,18,2016-10-24 19:36:48,2016-10-24 19:36:48,18
1274,509,1411,,2016-10-31,130.00,Płatność po dziesiątym (mocno po dziesiątym...),3,2016-10-25 18:58:28,2016-10-25 18:58:28,3
1275,107,,,,120.00,04.11,18,2016-11-07 15:33:50,2016-11-07 15:33:50,18
1276,547,1447,,2016-11-30,120.00,,3,2016-11-07 20:35:57,2016-11-07 20:35:57,3
1277,573,1447,,2016-11-30,120.00,,3,2016-11-07 20:38:50,2016-11-07 20:38:50,3
1278,22,,,,65.00,07.11,18,2016-11-09 09:46:36,2016-11-09 09:46:36,18
1279,160,,,,120.00,07.11,18,2016-11-09 09:47:05,2016-11-09 09:47:05,18
1280,526,,,,120.00,07.11,18,2016-11-09 09:47:33,2016-11-09 09:47:33,18
1281,79,,,,120.00,08.11,18,2016-11-09 09:48:11,2016-11-09 09:48:11,18
1282,586,,,,65.00,druga część zapłaty ?,18,2016-11-09 09:49:21,2016-11-09 09:49:21,18
1283,537,,,,120.00,08.11,18,2016-11-09 09:49:50,2016-11-09 09:49:50,18
1284,260,,,,90.00,08.11,18,2016-11-09 09:50:31,2016-11-09 09:50:31,18
1285,557,,,,120.00,08.11,18,2016-11-09 09:50:53,2016-11-09 09:50:53,18
1286,136,,,,115.00,08.11,18,2016-11-09 09:51:18,2016-11-09 09:51:18,18
1287,201,,,,130.00,08.11,18,2016-11-09 09:51:48,2016-11-09 09:51:48,18
1288,550,,,,120.00,09.11,18,2016-11-09 16:44:31,2016-11-09 16:44:31,18
1289,498,,,,115.00,09.11,18,2016-11-09 16:44:53,2016-11-09 16:44:53,18
1290,579,,,,130.00,09.11,18,2016-11-09 16:45:36,2016-11-09 16:45:36,18
1291,98,,,,65.00,09,18,2016-11-09 16:46:05,2016-11-09 16:46:05,18
1292,506,,,,120.00,09.11,18,2016-11-09 16:46:42,2016-11-09 16:46:42,18
1293,453,,,,120.00,09.11,18,2016-11-09 16:47:27,2016-11-09 16:47:27,18
1294,256,,,,120.00,09.11,18,2016-11-09 16:47:57,2016-11-09 16:47:57,18
1295,334,,,,160.00,09 + 2 zaległe treningi ,18,2016-11-09 16:48:51,2016-11-09 16:48:51,18
1296,274,,,,65.00,09.11,18,2016-11-09 16:49:10,2016-11-09 16:49:10,18
1297,552,,,,115.00,09.11,18,2016-11-09 16:49:33,2016-11-09 16:49:33,18
1298,86,,,,120.00,09.11,18,2016-11-09 16:49:50,2016-11-09 16:49:50,18
1299,463,1456,,,1.00,Ok syst,18,2016-11-09 19:40:06,2016-11-09 19:40:06,18
1300,247,1456,,,1.00,Ok syst,18,2016-11-09 19:40:35,2016-11-09 19:40:35,18
1301,229,1456,,,100.00,,18,2016-11-09 19:44:22,2016-11-09 19:44:22,18
1302,192,1456,,2016-11-30,120.00,,18,2016-11-09 19:44:36,2016-11-09 19:44:36,18
1303,363,1456,,2016-11-30,120.00,,18,2016-11-09 19:50:02,2016-11-09 19:50:02,18
1304,256,1456,,2016-11-30,120.00,,18,2016-11-09 19:51:40,2016-11-09 19:51:40,18
1305,486,1456,,2016-11-30,65.00,,18,2016-11-09 19:52:06,2016-11-09 19:52:06,18
1306,215,1456,,2016-11-30,120.00,,18,2016-11-09 19:52:29,2016-11-09 19:52:29,18
1307,14,1456,,2016-11-30,1.00,,18,2016-11-09 19:52:41,2016-11-09 19:52:41,18
1308,8,1456,,2016-11-30,1.00,,18,2016-11-09 19:52:55,2016-11-09 19:52:55,18
1309,260,1456,,2016-11-30,120.00,,18,2016-11-09 19:54:48,2016-11-09 19:54:48,18
1310,261,1456,,2016-11-30,1.00,Ok syst,18,2016-11-09 19:55:05,2016-11-09 19:55:05,18
1311,508,1451,,,115.00,,6,2016-11-10 09:42:28,2016-11-10 09:42:28,6
1312,114,,,2016-11-30,140.00,10.11,18,2016-11-12 17:04:03,2016-11-12 17:04:03,18
1313,249,,,2016-11-30,100.00,12.11 zaległość 30zł,18,2016-11-12 17:05:44,2016-11-12 17:05:44,18
1314,453,,,2016-11-30,120.00,09.11,18,2016-11-12 17:08:36,2016-11-12 17:08:36,18
1315,250,,,2016-11-30,120.00,10.11,18,2016-11-12 17:09:42,2016-11-12 17:09:42,18
1316,561,,,2016-11-30,205.00,październik 65, 20 wpisowe, 120 listopad,18,2016-11-12 17:11:38,2016-11-12 17:11:38,18
1317,253,,,2016-11-30,90.00,bez pierwszego tygodnia,18,2016-11-12 17:13:32,2016-11-12 17:13:32,18
1318,552,,,2016-11-30,115.00,09.11,18,2016-11-12 17:16:24,2016-11-12 17:16:24,18
1319,117,,,2016-11-30,100.00,10.11,18,2016-11-12 17:23:32,2016-11-12 17:23:32,18
1320,86,,,2016-11-30,120.00,09.11,18,2016-11-12 17:24:30,2016-11-12 17:24:30,18
1321,201,,,2016-11-30,130.00,08.11,18,2016-11-12 17:33:45,2016-11-12 17:33:45,18
1322,498,,,2016-11-30,115.00,09.11,18,2016-11-12 17:43:11,2016-11-12 17:43:11,18
1323,551,,,2016-11-30,120.00,10.11,18,2016-11-12 17:45:03,2016-11-12 17:45:03,18
1324,7,,,2016-11-30,1.00,,18,2016-11-12 17:48:55,2016-11-12 17:48:55,18
1325,431,,,2016-11-30,120.00,10.11,18,2016-11-12 17:49:52,2016-11-12 17:49:52,18
1326,557,,,2016-11-30,120.00,08.11,18,2016-11-12 17:51:25,2016-11-12 17:51:25,18
1327,506,,,2016-11-30,120.00,09.11,18,2016-11-12 17:52:11,2016-11-12 17:52:11,18
1328,563,,,2016-11-30,120.00,08.11,18,2016-11-12 17:53:37,2016-11-12 17:53:37,18
1330,545,,,2016-11-30,120.00,09.11 niby za advanced,18,2016-11-12 18:03:24,2016-11-12 18:03:24,18
1331,160,,,2016-11-30,120.00,07.11,18,2016-11-12 18:16:34,2016-11-12 18:16:34,18
1332,185,,,2016-11-30,120.00,10.11,18,2016-11-12 18:19:57,2016-11-12 18:19:57,18
1333,525,,,2016-11-30,1.00,,18,2016-11-12 18:20:36,2016-11-12 18:20:36,18
1334,537,,,2016-11-30,120.00,08.11,18,2016-11-12 18:21:59,2016-11-12 18:21:59,18
1335,220,,,2016-11-30,115.00,10.11,18,2016-11-12 18:28:10,2016-11-12 18:28:10,18
1336,96,,,2016-11-30,100.00,na strzelnicy,18,2016-11-12 18:29:45,2016-11-12 18:29:45,18
1337,457,,,2016-11-30,120.00,29.10,18,2016-11-12 18:33:17,2016-11-12 18:33:17,18
1338,419,,,2016-11-30,120.00,10.11,18,2016-11-12 18:35:09,2016-11-12 18:35:09,18
1339,487,,,2017-01-31,330.00,karnet 3 miesiące,18,2016-11-16 13:22:56,2016-11-16 13:22:56,18
1340,526,,,,120.00,07.11,18,2016-11-16 13:38:06,2016-11-16 13:38:06,18
1341,79,,,2016-11-30,120.00,08.11,18,2016-11-16 13:38:43,2016-11-16 13:38:43,18
1342,586,,,2016-11-30,65.00,08.11,18,2016-11-16 13:42:55,2016-11-16 13:42:55,18
1343,136,,,2016-11-30,115.00,08.11,18,2016-11-16 13:50:38,2016-11-16 13:50:38,18
1344,550,,,2016-11-30,120.00,09.11,18,2016-11-16 13:52:27,2016-11-16 13:52:27,18
1345,579,,,2016-11-30,130.00,09.11,18,2016-11-16 13:55:10,2016-11-16 13:55:10,18
1346,98,,,2016-11-30,65.00,09.11,18,2016-11-16 13:56:33,2016-11-16 13:56:33,18
1347,334,,,2016-11-30,120.00,09.11,18,2016-11-16 13:59:34,2016-11-16 13:59:34,18
1348,274,,,2016-11-30,65.00,,18,2016-11-16 14:02:04,2016-11-16 14:02:04,18
1349,360,,,2016-11-30,120.00,09.11,18,2016-11-16 14:05:29,2016-11-16 14:05:29,18
1350,361,,,2016-11-30,115.00,10.11,18,2016-11-16 14:06:26,2016-11-16 14:06:26,18
1351,266,,,2016-11-30,60.00,10.11,18,2016-11-16 14:07:31,2016-11-16 14:07:31,18
1352,279,,,2016-11-30,100.00,10.11,18,2016-11-16 14:07:53,2016-11-16 14:07:53,18
1353,594,,,2016-11-30,105.00,pół miesiąca, koszulka wpisowe,18,2016-11-16 14:08:58,2016-11-16 14:08:58,18
1354,244,,,2016-11-30,115.00,10.11,18,2016-11-16 14:10:28,2016-11-16 14:10:28,18
1355,546,,,2016-11-30,115.00,10.11,18,2016-11-16 14:11:39,2016-11-16 14:11:39,18
1356,578,,,2016-11-30,115.00,10.11,18,2016-11-16 14:12:21,2016-11-16 14:12:21,18
1357,599,,,2016-11-30,135.00,115 + 20 wpisowe,18,2016-11-16 14:13:42,2016-11-16 14:13:42,18
1358,271,,,2016-11-30,90.00,3 tygodnie ,18,2016-11-16 14:14:59,2016-11-16 14:14:59,18
1359,403,,,2016-11-30,115.00,14.11,18,2016-11-16 14:16:07,2016-11-16 14:16:07,18
1360,227,,,2016-11-30,130.00,14.11,18,2016-11-16 14:16:29,2016-11-16 14:16:29,18
1361,575,,,2016-11-30,130.00,14.11,18,2016-11-16 14:17:21,2016-11-16 14:17:21,18
1362,343,,,2016-11-30,120.00,14.11,18,2016-11-16 14:17:58,2016-11-16 14:17:58,18
1363,566,,,2016-11-30,115.00,14.11,18,2016-11-16 14:18:27,2016-11-16 14:18:27,18
1364,290,,,2016-11-30,120.00,14.11,18,2016-11-16 14:18:57,2016-11-16 14:18:57,18
1365,512,,,2016-11-30,65.00,MSW,18,2016-11-16 14:19:55,2016-11-16 14:19:55,18
1366,20,,,2016-11-30,60.00,,18,2016-11-16 14:20:28,2016-11-16 14:20:28,18
1367,413,,,2016-11-30,115.00,14.11,18,2016-11-16 14:20:58,2016-11-16 14:20:58,18
